text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
a group of four pandas engaged in play.,/datadrive2/MeViS_release/train/JPEGImages/6084240e75fa,180,1680,1080,/datadrive2/MeViS_release/train/masks/6084240e75fa/16,6084240e75fa_16,0,179,/datadrive2/MeViS_release/train/boxes/6084240e75fa/16
four playful pandas interacting with each other.,/datadrive2/MeViS_release/train/JPEGImages/6084240e75fa,180,1680,1080,/datadrive2/MeViS_release/train/masks/6084240e75fa/17,6084240e75fa_17,0,179,/datadrive2/MeViS_release/train/boxes/6084240e75fa/17
a yellow dog is moving on the snow,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/0,eb07a93e01fb_0,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/0
a black dog is trying to bite the shovel,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/1,eb07a93e01fb_1,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/1
a man is shoveling the snow,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/2,eb07a93e01fb_2,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/2
a white and yellow dog run in and out,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/3,eb07a93e01fb_3,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/3
the quartet of pandas playfully romping around.,/datadrive2/MeViS_release/train/JPEGImages/6084240e75fa,180,1680,1080,/datadrive2/MeViS_release/train/masks/6084240e75fa/18,6084240e75fa_18,0,179,/datadrive2/MeViS_release/train/boxes/6084240e75fa/18
dogs playing with the snow,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/4,eb07a93e01fb_4,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/4
shoveling snow,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/5,eb07a93e01fb_5,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/5
a yellow dog is shifting on the snow,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/6,eb07a93e01fb_6,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/6
dogs frolicking with the snow,/datadrive2/MeViS_release/train/JPEGImages/eb07a93e01fb,37,1280,720,/datadrive2/MeViS_release/train/masks/eb07a93e01fb/7,eb07a93e01fb_7,0,36,/datadrive2/MeViS_release/train/boxes/eb07a93e01fb/7
"the woman holding a child, walking toward us.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/0,a1cf2056d6a5_0,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/0
"the lady with a child in her arms, approaching us.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/1,a1cf2056d6a5_1,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/1
the female figure carrying a child and moving in our direction.,/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/2,a1cf2056d6a5_2,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/2
"the woman embracing a child, coming towards us.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/3,a1cf2056d6a5_3,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/3
the lady holding a child and walking towards this direction.,/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/4,a1cf2056d6a5_4,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/4
"the woman with a child, advancing towards us.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/5,a1cf2056d6a5_5,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/5
"the woman walking from between a few horses and crossing the road, then heading to the left.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/6,a1cf2056d6a5_6,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/6
the lady passing through the midst of several horses on the road and proceeding to the left.,/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/7,a1cf2056d6a5_7,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/7
"the female individual moving between some horses and walking across the street, then turning left.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/8,a1cf2056d6a5_8,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/8
four pandas in a playful and lively mood.,/datadrive2/MeViS_release/train/JPEGImages/6084240e75fa,180,1680,1080,/datadrive2/MeViS_release/train/masks/6084240e75fa/19,6084240e75fa_19,0,179,/datadrive2/MeViS_release/train/boxes/6084240e75fa/19
"among a group of horses, the woman crosses the road and continues walking to the left.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/9,a1cf2056d6a5_9,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/9
"walking through the space between a few horses, the woman crosses the road and moves towards the left.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/10,a1cf2056d6a5_10,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/10
"the woman, coming from between several horses, crosses the road and proceeds in the leftward direction.",/datadrive2/MeViS_release/train/JPEGImages/a1cf2056d6a5,61,1280,720,/datadrive2/MeViS_release/train/masks/a1cf2056d6a5/11,a1cf2056d6a5_11,0,60,/datadrive2/MeViS_release/train/boxes/a1cf2056d6a5/11
shirtless man standing,/datadrive2/MeViS_release/train/JPEGImages/f1971cf6d362,90,640,480,/datadrive2/MeViS_release/train/masks/f1971cf6d362/0,f1971cf6d362_0,0,89,/datadrive2/MeViS_release/train/boxes/f1971cf6d362/0
woman in red dress turning around and putting white tape on chest of shirtless man,/datadrive2/MeViS_release/train/JPEGImages/f1971cf6d362,90,640,480,/datadrive2/MeViS_release/train/masks/f1971cf6d362/1,f1971cf6d362_1,0,89,/datadrive2/MeViS_release/train/boxes/f1971cf6d362/1
a man waiting for hair removal,/datadrive2/MeViS_release/train/JPEGImages/f1971cf6d362,90,640,480,/datadrive2/MeViS_release/train/masks/f1971cf6d362/2,f1971cf6d362_2,0,89,/datadrive2/MeViS_release/train/boxes/f1971cf6d362/2
shirtless man staying,/datadrive2/MeViS_release/train/JPEGImages/f1971cf6d362,90,640,480,/datadrive2/MeViS_release/train/masks/f1971cf6d362/3,f1971cf6d362_3,0,89,/datadrive2/MeViS_release/train/boxes/f1971cf6d362/3
hands knitting,/datadrive2/MeViS_release/train/JPEGImages/79302cad93c7,90,854,480,/datadrive2/MeViS_release/train/masks/79302cad93c7/0,79302cad93c7_0,0,89,/datadrive2/MeViS_release/train/boxes/79302cad93c7/0
hands are knitting,/datadrive2/MeViS_release/train/JPEGImages/79302cad93c7,90,854,480,/datadrive2/MeViS_release/train/masks/79302cad93c7/1,79302cad93c7_1,0,89,/datadrive2/MeViS_release/train/boxes/79302cad93c7/1
man kneeling on the floor untying dumbbells,/datadrive2/MeViS_release/train/JPEGImages/06e8192fc586,90,854,480,/datadrive2/MeViS_release/train/masks/06e8192fc586/0,06e8192fc586_0,0,89,/datadrive2/MeViS_release/train/boxes/06e8192fc586/0
a man kneeling and fixing weights,/datadrive2/MeViS_release/train/JPEGImages/06e8192fc586,90,854,480,/datadrive2/MeViS_release/train/masks/06e8192fc586/1,06e8192fc586_1,0,89,/datadrive2/MeViS_release/train/boxes/06e8192fc586/1
a zebra is crossing a river,/datadrive2/MeViS_release/train/JPEGImages/59a7f1657eee,40,1280,720,/datadrive2/MeViS_release/train/masks/59a7f1657eee/0,59a7f1657eee_0,0,39,/datadrive2/MeViS_release/train/boxes/59a7f1657eee/0
a group of lions are gathering and trying to attack the zebra,/datadrive2/MeViS_release/train/JPEGImages/59a7f1657eee,40,1280,720,/datadrive2/MeViS_release/train/masks/59a7f1657eee/1,59a7f1657eee_1,0,39,/datadrive2/MeViS_release/train/boxes/59a7f1657eee/1
zebra run across the lake then run back,/datadrive2/MeViS_release/train/JPEGImages/59a7f1657eee,40,1280,720,/datadrive2/MeViS_release/train/masks/59a7f1657eee/2,59a7f1657eee_2,0,39,/datadrive2/MeViS_release/train/boxes/59a7f1657eee/2
walk towards the lake then jump onto the stone,/datadrive2/MeViS_release/train/JPEGImages/59a7f1657eee,40,1280,720,/datadrive2/MeViS_release/train/masks/59a7f1657eee/3,59a7f1657eee_3,0,39,/datadrive2/MeViS_release/train/boxes/59a7f1657eee/3
walk forward then hide on bush,/datadrive2/MeViS_release/train/JPEGImages/59a7f1657eee,40,1280,720,/datadrive2/MeViS_release/train/masks/59a7f1657eee/4,59a7f1657eee_4,0,39,/datadrive2/MeViS_release/train/boxes/59a7f1657eee/4
move towards the lake then jump onto the stone,/datadrive2/MeViS_release/train/JPEGImages/59a7f1657eee,40,1280,720,/datadrive2/MeViS_release/train/masks/59a7f1657eee/5,59a7f1657eee_5,0,39,/datadrive2/MeViS_release/train/boxes/59a7f1657eee/5
person sitting in raft,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/0,e4edace38a55_0,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/0
move forward then hide on bush,/datadrive2/MeViS_release/train/JPEGImages/59a7f1657eee,40,1280,720,/datadrive2/MeViS_release/train/masks/59a7f1657eee/6,59a7f1657eee_6,0,39,/datadrive2/MeViS_release/train/boxes/59a7f1657eee/6
person sitting in raft and paddling,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/1,e4edace38a55_1,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/1
raft drifting forward from right to left,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/2,e4edace38a55_2,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/2
person sit on a boat and move,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/3,e4edace38a55_3,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/3
"person sit on a boat and move, then look back",/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/4,e4edace38a55_4,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/4
person sit on a boat and row,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/5,e4edace38a55_5,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/5
"person sit on a boat and row, then look back",/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/6,e4edace38a55_6,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/6
boat move forward,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/7,e4edace38a55_7,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/7
lady in yellow helmet rowing with paddle,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/8,e4edace38a55_8,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/8
sitting lady in a yellow helmet holding the handle of a boat with her two hands,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/9,e4edace38a55_9,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/9
man in blue helmet rowing with oars,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/10,e4edace38a55_10,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/10
red and white boat,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/11,e4edace38a55_11,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/11
blue and white boat,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/12,e4edace38a55_12,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/12
the man in the blue hat on the blue boat without rowing,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/13,e4edace38a55_13,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/13
people rowing the boat,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/14,e4edace38a55_14,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/14
people sitting on the boat,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/15,e4edace38a55_15,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/15
boats move from right to left,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/16,e4edace38a55_16,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/16
raft drifting forward from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/17,e4edace38a55_17,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/17
human sit on a boat and shift,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/18,e4edace38a55_18,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/18
"human sit on a boat and shift, then look back",/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/19,e4edace38a55_19,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/19
human sit on a boat and row,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/20,e4edace38a55_20,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/20
"human sit on a boat and row, then look back",/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/21,e4edace38a55_21,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/21
boat shift forward,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/22,e4edace38a55_22,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/22
sitting woman in a yellow helmet carrying the handle of a boat with her two hands,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/23,e4edace38a55_23,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/23
boats shift from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/24,e4edace38a55_24,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/24
person seated in raft,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/25,e4edace38a55_25,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/25
person seated in raft and paddling,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/26,e4edace38a55_26,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/26
people seated on the boat,/datadrive2/MeViS_release/train/JPEGImages/e4edace38a55,40,1101,438,/datadrive2/MeViS_release/train/masks/e4edace38a55/27,e4edace38a55_27,0,39,/datadrive2/MeViS_release/train/boxes/e4edace38a55/27
a man is holidng a selfie stick while playing,/datadrive2/MeViS_release/train/JPEGImages/81c938c462ce,20,1280,720,/datadrive2/MeViS_release/train/masks/81c938c462ce/0,81c938c462ce_0,0,19,/datadrive2/MeViS_release/train/boxes/81c938c462ce/0
three people are playing on the snow,/datadrive2/MeViS_release/train/JPEGImages/81c938c462ce,20,1280,720,/datadrive2/MeViS_release/train/masks/81c938c462ce/1,81c938c462ce_1,0,19,/datadrive2/MeViS_release/train/boxes/81c938c462ce/1
sit on the tire and go down the slide,/datadrive2/MeViS_release/train/JPEGImages/81c938c462ce,20,1280,720,/datadrive2/MeViS_release/train/masks/81c938c462ce/2,81c938c462ce_2,0,19,/datadrive2/MeViS_release/train/boxes/81c938c462ce/2
a man is holidng a selfie stick while frolicking,/datadrive2/MeViS_release/train/JPEGImages/81c938c462ce,20,1280,720,/datadrive2/MeViS_release/train/masks/81c938c462ce/3,81c938c462ce_3,0,19,/datadrive2/MeViS_release/train/boxes/81c938c462ce/3
three people are frolicking on the snow,/datadrive2/MeViS_release/train/JPEGImages/81c938c462ce,20,1280,720,/datadrive2/MeViS_release/train/masks/81c938c462ce/4,81c938c462ce_4,0,19,/datadrive2/MeViS_release/train/boxes/81c938c462ce/4
zebra moving forward then turning right,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/0,eb3f05995bd2_0,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/0
zebra moving forward,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/1,eb3f05995bd2_1,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/1
zebra walking behind,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/2,eb3f05995bd2_2,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/2
zebra walking ahead,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/3,eb3f05995bd2_3,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/3
the zebra turning at the tree and going right,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/4,eb3f05995bd2_4,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/4
"going from left to right, the zebra walking in front",/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/5,eb3f05995bd2_5,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/5
walk away from us then turn right,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/6,eb3f05995bd2_6,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/6
walk to the right,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/7,eb3f05995bd2_7,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/7
zebra shifting forward then turning right-side,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/8,eb3f05995bd2_8,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/8
zebra shifting forward,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/9,eb3f05995bd2_9,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/9
zebra moving behind,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/10,eb3f05995bd2_10,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/10
zebra moving ahead,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/11,eb3f05995bd2_11,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/11
the zebra turning at the tree and going right-side,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/12,eb3f05995bd2_12,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/12
"going from left-side to right-side, the zebra moving in front",/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/13,eb3f05995bd2_13,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/13
move away from us then turn right-side,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/14,eb3f05995bd2_14,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/14
move to the right-side,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/15,eb3f05995bd2_15,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/15
the zebra walking backwards and then turning right,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/16,eb3f05995bd2_16,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/16
the striped zebra moving in reverse before making a right turn,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/17,eb3f05995bd2_17,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/17
the zebra walking towards the rear and then making a right turn,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/18,eb3f05995bd2_18,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/18
the zebra stepping backwards and then making a rightward turn,/datadrive2/MeViS_release/train/JPEGImages/eb3f05995bd2,25,1920,842,/datadrive2/MeViS_release/train/masks/eb3f05995bd2/19,eb3f05995bd2_19,0,24,/datadrive2/MeViS_release/train/boxes/eb3f05995bd2/19
