text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
,/datadrive2/MOSE_release/train/JPEGImages/02de2f2a,76,428,294,/datadrive2/MOSE_release/train/Annotations/02de2f2a,02de2f2a,0,75,/datadrive2/MOSE_release/train/Boxes/02de2f2a
,/datadrive2/MOSE_release/train/JPEGImages/02deca50,55,1100,720,/datadrive2/MOSE_release/train/Annotations/02deca50,02deca50,0,54,/datadrive2/MOSE_release/train/Boxes/02deca50
,/datadrive2/MOSE_release/train/JPEGImages/03012cfd,153,1536,1080,/datadrive2/MOSE_release/train/Annotations/03012cfd,03012cfd,0,152,/datadrive2/MOSE_release/train/Boxes/03012cfd
,/datadrive2/MOSE_release/train/JPEGImages/033130b2,22,1920,872,/datadrive2/MOSE_release/train/Annotations/033130b2,033130b2,0,21,/datadrive2/MOSE_release/train/Boxes/033130b2
,/datadrive2/MOSE_release/train/JPEGImages/033333fd,50,1920,994,/datadrive2/MOSE_release/train/Annotations/033333fd,033333fd,0,49,/datadrive2/MOSE_release/train/Boxes/033333fd
,/datadrive2/MOSE_release/train/JPEGImages/035359e5,24,1920,886,/datadrive2/MOSE_release/train/Annotations/035359e5,035359e5,0,23,/datadrive2/MOSE_release/train/Boxes/035359e5
,/datadrive2/MOSE_release/train/JPEGImages/0367af42,27,1920,820,/datadrive2/MOSE_release/train/Annotations/0367af42,0367af42,0,26,/datadrive2/MOSE_release/train/Boxes/0367af42
,/datadrive2/MOSE_release/train/JPEGImages/03692b14,200,1281,720,/datadrive2/MOSE_release/train/Annotations/03692b14,03692b14,0,199,/datadrive2/MOSE_release/train/Boxes/03692b14
,/datadrive2/MOSE_release/train/JPEGImages/03c21af7,36,1280,720,/datadrive2/MOSE_release/train/Annotations/03c21af7,03c21af7,0,35,/datadrive2/MOSE_release/train/Boxes/03c21af7
,/datadrive2/MOSE_release/train/JPEGImages/03c99e83,36,682,384,/datadrive2/MOSE_release/train/Annotations/03c99e83,03c99e83,0,35,/datadrive2/MOSE_release/train/Boxes/03c99e83
,/datadrive2/MOSE_release/train/JPEGImages/03e0f9b8,45,900,1128,/datadrive2/MOSE_release/train/Annotations/03e0f9b8,03e0f9b8,0,44,/datadrive2/MOSE_release/train/Boxes/03e0f9b8
,/datadrive2/MOSE_release/train/JPEGImages/03e5f069,145,1278,720,/datadrive2/MOSE_release/train/Annotations/03e5f069,03e5f069,0,144,/datadrive2/MOSE_release/train/Boxes/03e5f069
,/datadrive2/MOSE_release/train/JPEGImages/0442a954,136,1280,720,/datadrive2/MOSE_release/train/Annotations/0442a954,0442a954,0,135,/datadrive2/MOSE_release/train/Boxes/0442a954
,/datadrive2/MOSE_release/train/JPEGImages/046ed4f4,44,912,700,/datadrive2/MOSE_release/train/Annotations/046ed4f4,046ed4f4,0,43,/datadrive2/MOSE_release/train/Boxes/046ed4f4
,/datadrive2/MOSE_release/train/JPEGImages/04ae7a6b,72,1920,1080,/datadrive2/MOSE_release/train/Annotations/04ae7a6b,04ae7a6b,0,71,/datadrive2/MOSE_release/train/Boxes/04ae7a6b
,/datadrive2/MOSE_release/train/JPEGImages/051052d8,43,1920,896,/datadrive2/MOSE_release/train/Annotations/051052d8,051052d8,0,42,/datadrive2/MOSE_release/train/Boxes/051052d8
,/datadrive2/MOSE_release/train/JPEGImages/0558d0ed,107,1920,1080,/datadrive2/MOSE_release/train/Annotations/0558d0ed,0558d0ed,0,106,/datadrive2/MOSE_release/train/Boxes/0558d0ed
,/datadrive2/MOSE_release/train/JPEGImages/055fca57,156,1920,1080,/datadrive2/MOSE_release/train/Annotations/055fca57,055fca57,0,155,/datadrive2/MOSE_release/train/Boxes/055fca57
,/datadrive2/MOSE_release/train/JPEGImages/056e4786,6,384,360,/datadrive2/MOSE_release/train/Annotations/056e4786,056e4786,0,5,/datadrive2/MOSE_release/train/Boxes/056e4786
,/datadrive2/MOSE_release/train/JPEGImages/05a7d84d,30,551,360,/datadrive2/MOSE_release/train/Annotations/05a7d84d,05a7d84d,0,29,/datadrive2/MOSE_release/train/Boxes/05a7d84d
,/datadrive2/MOSE_release/train/JPEGImages/05ed1023,73,636,480,/datadrive2/MOSE_release/train/Annotations/05ed1023,05ed1023,0,72,/datadrive2/MOSE_release/train/Boxes/05ed1023
,/datadrive2/MOSE_release/train/JPEGImages/06273084,27,960,544,/datadrive2/MOSE_release/train/Annotations/06273084,06273084,0,26,/datadrive2/MOSE_release/train/Boxes/06273084
,/datadrive2/MOSE_release/train/JPEGImages/0644075b,87,1280,720,/datadrive2/MOSE_release/train/Annotations/0644075b,0644075b,0,86,/datadrive2/MOSE_release/train/Boxes/0644075b
,/datadrive2/MOSE_release/train/JPEGImages/06772c9a,23,1920,945,/datadrive2/MOSE_release/train/Annotations/06772c9a,06772c9a,0,22,/datadrive2/MOSE_release/train/Boxes/06772c9a
,/datadrive2/MOSE_release/train/JPEGImages/069f6a2a,49,1920,1080,/datadrive2/MOSE_release/train/Annotations/069f6a2a,069f6a2a,0,48,/datadrive2/MOSE_release/train/Boxes/069f6a2a
,/datadrive2/MOSE_release/train/JPEGImages/06ad78e0,35,572,327,/datadrive2/MOSE_release/train/Annotations/06ad78e0,06ad78e0,0,34,/datadrive2/MOSE_release/train/Boxes/06ad78e0
,/datadrive2/MOSE_release/train/JPEGImages/06ea172e,40,1920,994,/datadrive2/MOSE_release/train/Annotations/06ea172e,06ea172e,0,39,/datadrive2/MOSE_release/train/Boxes/06ea172e
,/datadrive2/MOSE_release/train/JPEGImages/06ebc138,22,2160,1080,/datadrive2/MOSE_release/train/Annotations/06ebc138,06ebc138,0,21,/datadrive2/MOSE_release/train/Boxes/06ebc138
,/datadrive2/MOSE_release/train/JPEGImages/072e7b3f,36,1440,1080,/datadrive2/MOSE_release/train/Annotations/072e7b3f,072e7b3f,0,35,/datadrive2/MOSE_release/train/Boxes/072e7b3f
,/datadrive2/MOSE_release/train/JPEGImages/073baf48,58,1920,1080,/datadrive2/MOSE_release/train/Annotations/073baf48,073baf48,0,57,/datadrive2/MOSE_release/train/Boxes/073baf48
,/datadrive2/MOSE_release/train/JPEGImages/0770ad03,41,1280,720,/datadrive2/MOSE_release/train/Annotations/0770ad03,0770ad03,0,40,/datadrive2/MOSE_release/train/Boxes/0770ad03
,/datadrive2/MOSE_release/train/JPEGImages/07779415,26,1920,1080,/datadrive2/MOSE_release/train/Annotations/07779415,07779415,0,25,/datadrive2/MOSE_release/train/Boxes/07779415
,/datadrive2/MOSE_release/train/JPEGImages/07b00746,48,536,330,/datadrive2/MOSE_release/train/Annotations/07b00746,07b00746,0,47,/datadrive2/MOSE_release/train/Boxes/07b00746
,/datadrive2/MOSE_release/train/JPEGImages/07b5d86c,74,1280,720,/datadrive2/MOSE_release/train/Annotations/07b5d86c,07b5d86c,0,73,/datadrive2/MOSE_release/train/Boxes/07b5d86c
,/datadrive2/MOSE_release/train/JPEGImages/08746283,30,1920,1080,/datadrive2/MOSE_release/train/Annotations/08746283,08746283,0,29,/datadrive2/MOSE_release/train/Boxes/08746283
,/datadrive2/MOSE_release/train/JPEGImages/08a5c662,84,1280,720,/datadrive2/MOSE_release/train/Annotations/08a5c662,08a5c662,0,83,/datadrive2/MOSE_release/train/Boxes/08a5c662
,/datadrive2/MOSE_release/train/JPEGImages/08ff419c,126,960,544,/datadrive2/MOSE_release/train/Annotations/08ff419c,08ff419c,0,125,/datadrive2/MOSE_release/train/Boxes/08ff419c
,/datadrive2/MOSE_release/train/JPEGImages/093d3d93,20,1920,1080,/datadrive2/MOSE_release/train/Annotations/093d3d93,093d3d93,0,19,/datadrive2/MOSE_release/train/Boxes/093d3d93
,/datadrive2/MOSE_release/train/JPEGImages/09d305d1,53,1280,530,/datadrive2/MOSE_release/train/Annotations/09d305d1,09d305d1,0,52,/datadrive2/MOSE_release/train/Boxes/09d305d1
,/datadrive2/MOSE_release/train/JPEGImages/0a43a414,33,1920,1080,/datadrive2/MOSE_release/train/Annotations/0a43a414,0a43a414,0,32,/datadrive2/MOSE_release/train/Boxes/0a43a414
,/datadrive2/MOSE_release/train/JPEGImages/0a7a3629,15,1076,720,/datadrive2/MOSE_release/train/Annotations/0a7a3629,0a7a3629,0,14,/datadrive2/MOSE_release/train/Boxes/0a7a3629
,/datadrive2/MOSE_release/train/JPEGImages/0a8d7b41,44,1920,820,/datadrive2/MOSE_release/train/Annotations/0a8d7b41,0a8d7b41,0,43,/datadrive2/MOSE_release/train/Boxes/0a8d7b41
,/datadrive2/MOSE_release/train/JPEGImages/0ab42ab1,62,2160,1215,/datadrive2/MOSE_release/train/Annotations/0ab42ab1,0ab42ab1,0,61,/datadrive2/MOSE_release/train/Boxes/0ab42ab1
,/datadrive2/MOSE_release/train/JPEGImages/0ab68ba2,8,1920,944,/datadrive2/MOSE_release/train/Annotations/0ab68ba2,0ab68ba2,0,7,/datadrive2/MOSE_release/train/Boxes/0ab68ba2
,/datadrive2/MOSE_release/train/JPEGImages/0ab75563,104,2340,1080,/datadrive2/MOSE_release/train/Annotations/0ab75563,0ab75563,0,103,/datadrive2/MOSE_release/train/Boxes/0ab75563
,/datadrive2/MOSE_release/train/JPEGImages/0ab807b4,19,1920,1080,/datadrive2/MOSE_release/train/Annotations/0ab807b4,0ab807b4,0,18,/datadrive2/MOSE_release/train/Boxes/0ab807b4
,/datadrive2/MOSE_release/train/JPEGImages/0af03282,19,1920,945,/datadrive2/MOSE_release/train/Annotations/0af03282,0af03282,0,18,/datadrive2/MOSE_release/train/Boxes/0af03282
,/datadrive2/MOSE_release/train/JPEGImages/0b02886a,30,1100,720,/datadrive2/MOSE_release/train/Annotations/0b02886a,0b02886a,0,29,/datadrive2/MOSE_release/train/Boxes/0b02886a
,/datadrive2/MOSE_release/train/JPEGImages/0b27d5f7,54,1920,908,/datadrive2/MOSE_release/train/Annotations/0b27d5f7,0b27d5f7,0,53,/datadrive2/MOSE_release/train/Boxes/0b27d5f7
,/datadrive2/MOSE_release/train/JPEGImages/0b4b662c,74,1080,1920,/datadrive2/MOSE_release/train/Annotations/0b4b662c,0b4b662c,0,73,/datadrive2/MOSE_release/train/Boxes/0b4b662c
,/datadrive2/MOSE_release/train/JPEGImages/0b5e5d29,42,1690,1080,/datadrive2/MOSE_release/train/Annotations/0b5e5d29,0b5e5d29,0,41,/datadrive2/MOSE_release/train/Boxes/0b5e5d29
,/datadrive2/MOSE_release/train/JPEGImages/0b787263,70,1280,720,/datadrive2/MOSE_release/train/Annotations/0b787263,0b787263,0,69,/datadrive2/MOSE_release/train/Boxes/0b787263
,/datadrive2/MOSE_release/train/JPEGImages/0b99f522,30,1920,908,/datadrive2/MOSE_release/train/Annotations/0b99f522,0b99f522,0,29,/datadrive2/MOSE_release/train/Boxes/0b99f522
,/datadrive2/MOSE_release/train/JPEGImages/0ba9c5ad,152,1920,1080,/datadrive2/MOSE_release/train/Annotations/0ba9c5ad,0ba9c5ad,0,151,/datadrive2/MOSE_release/train/Boxes/0ba9c5ad
,/datadrive2/MOSE_release/train/JPEGImages/0be33bc1,154,1920,1080,/datadrive2/MOSE_release/train/Annotations/0be33bc1,0be33bc1,0,153,/datadrive2/MOSE_release/train/Boxes/0be33bc1
,/datadrive2/MOSE_release/train/JPEGImages/0c13e1e7,36,1080,1920,/datadrive2/MOSE_release/train/Annotations/0c13e1e7,0c13e1e7,0,35,/datadrive2/MOSE_release/train/Boxes/0c13e1e7
,/datadrive2/MOSE_release/train/JPEGImages/0d1575fe,14,640,294,/datadrive2/MOSE_release/train/Annotations/0d1575fe,0d1575fe,0,13,/datadrive2/MOSE_release/train/Boxes/0d1575fe
,/datadrive2/MOSE_release/train/JPEGImages/0d1fe009,179,1920,1080,/datadrive2/MOSE_release/train/Annotations/0d1fe009,0d1fe009,0,178,/datadrive2/MOSE_release/train/Boxes/0d1fe009
,/datadrive2/MOSE_release/train/JPEGImages/0d31d3a6,45,1280,720,/datadrive2/MOSE_release/train/Annotations/0d31d3a6,0d31d3a6,0,44,/datadrive2/MOSE_release/train/Boxes/0d31d3a6
,/datadrive2/MOSE_release/train/JPEGImages/0d4d88f6,37,640,368,/datadrive2/MOSE_release/train/Annotations/0d4d88f6,0d4d88f6,0,36,/datadrive2/MOSE_release/train/Boxes/0d4d88f6
,/datadrive2/MOSE_release/train/JPEGImages/0d4feda2,25,720,1280,/datadrive2/MOSE_release/train/Annotations/0d4feda2,0d4feda2,0,24,/datadrive2/MOSE_release/train/Boxes/0d4feda2
,/datadrive2/MOSE_release/train/JPEGImages/0d6e7177,44,550,313,/datadrive2/MOSE_release/train/Annotations/0d6e7177,0d6e7177,0,43,/datadrive2/MOSE_release/train/Boxes/0d6e7177
,/datadrive2/MOSE_release/train/JPEGImages/0d876a65,55,1280,630,/datadrive2/MOSE_release/train/Annotations/0d876a65,0d876a65,0,54,/datadrive2/MOSE_release/train/Boxes/0d876a65
,/datadrive2/MOSE_release/train/JPEGImages/0d8d30ae,171,1920,1080,/datadrive2/MOSE_release/train/Annotations/0d8d30ae,0d8d30ae,0,170,/datadrive2/MOSE_release/train/Boxes/0d8d30ae
,/datadrive2/MOSE_release/train/JPEGImages/0d967fd1,66,1908,959,/datadrive2/MOSE_release/train/Annotations/0d967fd1,0d967fd1,0,65,/datadrive2/MOSE_release/train/Boxes/0d967fd1
,/datadrive2/MOSE_release/train/JPEGImages/0dc1b78c,44,1920,872,/datadrive2/MOSE_release/train/Annotations/0dc1b78c,0dc1b78c,0,43,/datadrive2/MOSE_release/train/Boxes/0dc1b78c
,/datadrive2/MOSE_release/train/JPEGImages/0e05fabe,32,2160,1080,/datadrive2/MOSE_release/train/Annotations/0e05fabe,0e05fabe,0,31,/datadrive2/MOSE_release/train/Boxes/0e05fabe
,/datadrive2/MOSE_release/train/JPEGImages/0e4aeed9,33,1920,1080,/datadrive2/MOSE_release/train/Annotations/0e4aeed9,0e4aeed9,0,32,/datadrive2/MOSE_release/train/Boxes/0e4aeed9
,/datadrive2/MOSE_release/train/JPEGImages/0e7001dd,85,720,1280,/datadrive2/MOSE_release/train/Annotations/0e7001dd,0e7001dd,0,84,/datadrive2/MOSE_release/train/Boxes/0e7001dd
,/datadrive2/MOSE_release/train/JPEGImages/0e843fc8,27,1280,648,/datadrive2/MOSE_release/train/Annotations/0e843fc8,0e843fc8,0,26,/datadrive2/MOSE_release/train/Boxes/0e843fc8
,/datadrive2/MOSE_release/train/JPEGImages/0f3b1fcb,10,1920,1080,/datadrive2/MOSE_release/train/Annotations/0f3b1fcb,0f3b1fcb,0,9,/datadrive2/MOSE_release/train/Boxes/0f3b1fcb
,/datadrive2/MOSE_release/train/JPEGImages/0f5255e1,7,1080,1920,/datadrive2/MOSE_release/train/Annotations/0f5255e1,0f5255e1,0,6,/datadrive2/MOSE_release/train/Boxes/0f5255e1
,/datadrive2/MOSE_release/train/JPEGImages/0f685e01,34,960,544,/datadrive2/MOSE_release/train/Annotations/0f685e01,0f685e01,0,33,/datadrive2/MOSE_release/train/Boxes/0f685e01
,/datadrive2/MOSE_release/train/JPEGImages/0f809e41,26,3840,2160,/datadrive2/MOSE_release/train/Annotations/0f809e41,0f809e41,0,25,/datadrive2/MOSE_release/train/Boxes/0f809e41
,/datadrive2/MOSE_release/train/JPEGImages/0f96e2d7,63,1280,720,/datadrive2/MOSE_release/train/Annotations/0f96e2d7,0f96e2d7,0,62,/datadrive2/MOSE_release/train/Boxes/0f96e2d7
,/datadrive2/MOSE_release/train/JPEGImages/0fc00006,81,1280,720,/datadrive2/MOSE_release/train/Annotations/0fc00006,0fc00006,0,80,/datadrive2/MOSE_release/train/Boxes/0fc00006
,/datadrive2/MOSE_release/train/JPEGImages/0fdf67f7,36,1088,888,/datadrive2/MOSE_release/train/Annotations/0fdf67f7,0fdf67f7,0,35,/datadrive2/MOSE_release/train/Boxes/0fdf67f7
,/datadrive2/MOSE_release/train/JPEGImages/100edaef,72,2336,1080,/datadrive2/MOSE_release/train/Annotations/100edaef,100edaef,0,71,/datadrive2/MOSE_release/train/Boxes/100edaef
,/datadrive2/MOSE_release/train/JPEGImages/100f6ecf,162,720,1280,/datadrive2/MOSE_release/train/Annotations/100f6ecf,100f6ecf,0,161,/datadrive2/MOSE_release/train/Boxes/100f6ecf
,/datadrive2/MOSE_release/train/JPEGImages/103166c7,40,960,540,/datadrive2/MOSE_release/train/Annotations/103166c7,103166c7,0,39,/datadrive2/MOSE_release/train/Boxes/103166c7
,/datadrive2/MOSE_release/train/JPEGImages/103b3ca8,55,1888,1080,/datadrive2/MOSE_release/train/Annotations/103b3ca8,103b3ca8,0,54,/datadrive2/MOSE_release/train/Boxes/103b3ca8
,/datadrive2/MOSE_release/train/JPEGImages/103df575,40,2340,1080,/datadrive2/MOSE_release/train/Annotations/103df575,103df575,0,39,/datadrive2/MOSE_release/train/Boxes/103df575
,/datadrive2/MOSE_release/train/JPEGImages/10552818,94,1920,945,/datadrive2/MOSE_release/train/Annotations/10552818,10552818,0,93,/datadrive2/MOSE_release/train/Boxes/10552818
,/datadrive2/MOSE_release/train/JPEGImages/106d33db,40,1920,864,/datadrive2/MOSE_release/train/Annotations/106d33db,106d33db,0,39,/datadrive2/MOSE_release/train/Boxes/106d33db
,/datadrive2/MOSE_release/train/JPEGImages/1106f3a7,36,1920,1080,/datadrive2/MOSE_release/train/Annotations/1106f3a7,1106f3a7,0,35,/datadrive2/MOSE_release/train/Boxes/1106f3a7
,/datadrive2/MOSE_release/train/JPEGImages/110da3cf,151,1239,1080,/datadrive2/MOSE_release/train/Annotations/110da3cf,110da3cf,0,150,/datadrive2/MOSE_release/train/Boxes/110da3cf
,/datadrive2/MOSE_release/train/JPEGImages/111bb373,34,578,576,/datadrive2/MOSE_release/train/Annotations/111bb373,111bb373,0,33,/datadrive2/MOSE_release/train/Boxes/111bb373
,/datadrive2/MOSE_release/train/JPEGImages/111e0a5c,175,960,544,/datadrive2/MOSE_release/train/Annotations/111e0a5c,111e0a5c,0,174,/datadrive2/MOSE_release/train/Boxes/111e0a5c
,/datadrive2/MOSE_release/train/JPEGImages/112a2ef0,121,1280,720,/datadrive2/MOSE_release/train/Annotations/112a2ef0,112a2ef0,0,120,/datadrive2/MOSE_release/train/Boxes/112a2ef0
,/datadrive2/MOSE_release/train/JPEGImages/1143b3fe,31,1920,1080,/datadrive2/MOSE_release/train/Annotations/1143b3fe,1143b3fe,0,30,/datadrive2/MOSE_release/train/Boxes/1143b3fe
,/datadrive2/MOSE_release/train/JPEGImages/115348f9,42,1920,1080,/datadrive2/MOSE_release/train/Annotations/115348f9,115348f9,0,41,/datadrive2/MOSE_release/train/Boxes/115348f9
,/datadrive2/MOSE_release/train/JPEGImages/115adda4,32,848,480,/datadrive2/MOSE_release/train/Annotations/115adda4,115adda4,0,31,/datadrive2/MOSE_release/train/Boxes/115adda4
,/datadrive2/MOSE_release/train/JPEGImages/115da184,60,1920,1080,/datadrive2/MOSE_release/train/Annotations/115da184,115da184,0,59,/datadrive2/MOSE_release/train/Boxes/115da184
,/datadrive2/MOSE_release/train/JPEGImages/118a067e,73,1920,1080,/datadrive2/MOSE_release/train/Annotations/118a067e,118a067e,0,72,/datadrive2/MOSE_release/train/Boxes/118a067e
,/datadrive2/MOSE_release/train/JPEGImages/11c14893,20,550,360,/datadrive2/MOSE_release/train/Annotations/11c14893,11c14893,0,19,/datadrive2/MOSE_release/train/Boxes/11c14893
,/datadrive2/MOSE_release/train/JPEGImages/11cdeb64,28,960,544,/datadrive2/MOSE_release/train/Annotations/11cdeb64,11cdeb64,0,27,/datadrive2/MOSE_release/train/Boxes/11cdeb64
,/datadrive2/MOSE_release/train/JPEGImages/11e16068,67,1920,1080,/datadrive2/MOSE_release/train/Annotations/11e16068,11e16068,0,66,/datadrive2/MOSE_release/train/Boxes/11e16068
,/datadrive2/MOSE_release/train/JPEGImages/12099d59,4,572,328,/datadrive2/MOSE_release/train/Annotations/12099d59,12099d59,0,3,/datadrive2/MOSE_release/train/Boxes/12099d59
,/datadrive2/MOSE_release/train/JPEGImages/1251a1c9,58,1920,944,/datadrive2/MOSE_release/train/Annotations/1251a1c9,1251a1c9,0,57,/datadrive2/MOSE_release/train/Boxes/1251a1c9
,/datadrive2/MOSE_release/train/JPEGImages/1291276c,25,998,720,/datadrive2/MOSE_release/train/Annotations/1291276c,1291276c,0,24,/datadrive2/MOSE_release/train/Boxes/1291276c
,/datadrive2/MOSE_release/train/JPEGImages/12a42fd9,205,1536,1080,/datadrive2/MOSE_release/train/Annotations/12a42fd9,12a42fd9,0,204,/datadrive2/MOSE_release/train/Boxes/12a42fd9
,/datadrive2/MOSE_release/train/JPEGImages/12a5d0d7,61,1280,720,/datadrive2/MOSE_release/train/Annotations/12a5d0d7,12a5d0d7,0,60,/datadrive2/MOSE_release/train/Boxes/12a5d0d7
,/datadrive2/MOSE_release/train/JPEGImages/12e509c2,120,847,720,/datadrive2/MOSE_release/train/Annotations/12e509c2,12e509c2,0,119,/datadrive2/MOSE_release/train/Boxes/12e509c2
,/datadrive2/MOSE_release/train/JPEGImages/12fdc864,42,1280,720,/datadrive2/MOSE_release/train/Annotations/12fdc864,12fdc864,0,41,/datadrive2/MOSE_release/train/Boxes/12fdc864
,/datadrive2/MOSE_release/train/JPEGImages/130fcdbe,24,1920,1080,/datadrive2/MOSE_release/train/Annotations/130fcdbe,130fcdbe,0,23,/datadrive2/MOSE_release/train/Boxes/130fcdbe
,/datadrive2/MOSE_release/train/JPEGImages/132561ee,82,640,368,/datadrive2/MOSE_release/train/Annotations/132561ee,132561ee,0,81,/datadrive2/MOSE_release/train/Boxes/132561ee
,/datadrive2/MOSE_release/train/JPEGImages/1339321a,51,1280,530,/datadrive2/MOSE_release/train/Annotations/1339321a,1339321a,0,50,/datadrive2/MOSE_release/train/Boxes/1339321a
,/datadrive2/MOSE_release/train/JPEGImages/134a2ab0,37,544,315,/datadrive2/MOSE_release/train/Annotations/134a2ab0,134a2ab0,0,36,/datadrive2/MOSE_release/train/Boxes/134a2ab0
,/datadrive2/MOSE_release/train/JPEGImages/1367e367,53,1920,1080,/datadrive2/MOSE_release/train/Annotations/1367e367,1367e367,0,52,/datadrive2/MOSE_release/train/Boxes/1367e367
,/datadrive2/MOSE_release/train/JPEGImages/138c81fe,35,720,1280,/datadrive2/MOSE_release/train/Annotations/138c81fe,138c81fe,0,34,/datadrive2/MOSE_release/train/Boxes/138c81fe
,/datadrive2/MOSE_release/train/JPEGImages/13e6df75,18,1920,1080,/datadrive2/MOSE_release/train/Annotations/13e6df75,13e6df75,0,17,/datadrive2/MOSE_release/train/Boxes/13e6df75
,/datadrive2/MOSE_release/train/JPEGImages/13f0606c,21,1280,720,/datadrive2/MOSE_release/train/Annotations/13f0606c,13f0606c,0,20,/datadrive2/MOSE_release/train/Boxes/13f0606c
,/datadrive2/MOSE_release/train/JPEGImages/14655f54,180,1920,1080,/datadrive2/MOSE_release/train/Annotations/14655f54,14655f54,0,179,/datadrive2/MOSE_release/train/Boxes/14655f54
,/datadrive2/MOSE_release/train/JPEGImages/149dbae2,60,1920,1080,/datadrive2/MOSE_release/train/Annotations/149dbae2,149dbae2,0,59,/datadrive2/MOSE_release/train/Boxes/149dbae2
,/datadrive2/MOSE_release/train/JPEGImages/15654ee1,48,960,544,/datadrive2/MOSE_release/train/Annotations/15654ee1,15654ee1,0,47,/datadrive2/MOSE_release/train/Boxes/15654ee1
,/datadrive2/MOSE_release/train/JPEGImages/158062aa,17,1080,1920,/datadrive2/MOSE_release/train/Annotations/158062aa,158062aa,0,16,/datadrive2/MOSE_release/train/Boxes/158062aa
,/datadrive2/MOSE_release/train/JPEGImages/1589579d,57,1920,1080,/datadrive2/MOSE_release/train/Annotations/1589579d,1589579d,0,56,/datadrive2/MOSE_release/train/Boxes/1589579d
,/datadrive2/MOSE_release/train/JPEGImages/159789c4,35,1088,816,/datadrive2/MOSE_release/train/Annotations/159789c4,159789c4,0,34,/datadrive2/MOSE_release/train/Boxes/159789c4
,/datadrive2/MOSE_release/train/JPEGImages/15a7f602,3,1920,1080,/datadrive2/MOSE_release/train/Annotations/15a7f602,15a7f602,0,2,/datadrive2/MOSE_release/train/Boxes/15a7f602
,/datadrive2/MOSE_release/train/JPEGImages/15c41c4b,56,1920,1080,/datadrive2/MOSE_release/train/Annotations/15c41c4b,15c41c4b,0,55,/datadrive2/MOSE_release/train/Boxes/15c41c4b
,/datadrive2/MOSE_release/train/JPEGImages/15e7e4d1,61,1075,616,/datadrive2/MOSE_release/train/Annotations/15e7e4d1,15e7e4d1,0,60,/datadrive2/MOSE_release/train/Boxes/15e7e4d1
,/datadrive2/MOSE_release/train/JPEGImages/15e9161e,104,1280,720,/datadrive2/MOSE_release/train/Annotations/15e9161e,15e9161e,0,103,/datadrive2/MOSE_release/train/Boxes/15e9161e
